case_id,case_length,n_resources,mean_inter_event_minutes,max_inter_event_minutes,n_weekend_events,first_event_hour,last_event_hour,duration_hours
176431,7,2,1.949213888888889,10.236933333333333,0,12,12,0.19492138888888888
176434,6,2,0.9933166666666665,3.7470166666666667,0,12,12,0.08277638888888889
176437,30,7,747.9256770114941,9589.500399999999,0,13,14,361.4974105555556
176440,10,3,14.141542592592593,63.34936666666667,0,13,15,2.121231388888889
176443,3,1,0.29959166666666665,0.597,0,13,13,0.009986388888888888
176446,130,21,491.13047596899224,9918.908483333333,2,13,13,1055.9305233333334
176449,6,2,1.9073766666666665,8.566766666666666,0,13,13,0.15894805555555555
176452,8,2,3.476864285714285,20.81048333333333,0,13,13,0.40563416666666663
176455,3,1,0.2779333333333333,0.5531166666666666,0,13,13,0.009264444444444443
176458,37,9,604.3704689814815,8986.756816666666,0,13,16,362.6222813888889
176461,13,4,128.5272736111111,1230.1389333333332,0,13,15,25.70545472222222
176464,3,1,0.49025,0.97795,0,14,14,0.016341666666666668
176467,46,7,379.28033296296286,5789.605183333333,0,14,10,284.4602497222222
176470,12,4,4031.0401924242424,24404.617266666668,2,14,9,739.0240352777777
176473,6,2,6.510966666666667,31.2341,0,14,14,0.5425805555555555
176476,47,11,963.7706996376812,9900.1212,9,14,9,738.8908697222222
176479,6,2,3.583723333333333,15.9126,0,14,14,0.2986436111111111
176482,6,2,3.182103333333333,9.85595,0,15,15,0.2651752777777778
176485,3,1,0.36405,0.72175,0,15,15,0.012135
176488,47,6,370.9737601449275,8102.5017,0,16,12,284.4132161111111
176491,29,5,616.0934857142857,9752.039316666667,0,16,15,287.5102933333333
176494,3,1,0.34668333333333334,0.69055,0,16,16,0.01155611111111111
176497,3,1,0.476225,0.94965,0,16,16,0.015874166666666665
176500,31,7,479.8879194444444,7153.5839,4,16,16,239.94395972222222
176503,6,2,6.695843333333333,32.311166666666665,0,16,17,0.5579869444444444
176506,10,3,8.693325925925926,31.1987,0,16,18,1.3039988888888887
176509,3,1,0.327875,0.6522166666666667,0,16,16,0.010929166666666667
176512,3,1,0.46535,0.9268,0,17,17,0.015511666666666667
176515,77,11,352.5896723684211,9593.872933333334,7,17,8,446.613585
176518,3,1,0.32222500000000004,0.6425666666666667,0,18,18,0.010740833333333333
176521,34,7,874.5810878787879,10380.75305,0,18,19,481.0195983333333
176524,8,2,12.756397619047618,78.96589999999999,0,18,19,1.4882463888888888
176527,34,8,1424.15612979798,34010.8701,7,18,9,783.285871388889
176530,6,2,17.707173333333337,85.44445,0,18,19,1.4755977777777778
176533,60,12,728.5828378531073,11224.020916666666,17,18,15,716.4397905555555
176536,3,1,0.0185,0.033716666666666666,0,18,18,0.0006166666666666667
176539,68,13,1152.6107119402986,10392.100366666667,2,19,10,1287.0819616666668
176542,125,16,565.7888505376344,9790.107466666666,0,19,12,1169.2969577777778
176545,40,8,688.668708119658,10357.619233333333,2,19,10,447.63466027777775
176548,6,2,6.35003,30.077766666666665,0,19,19,0.5291691666666667
176551,7,2,10.634675,57.27728333333334,0,19,20,1.0634675
176554,3,1,0.26079166666666664,0.5196666666666666,0,19,19,0.008693055555555556
176557,36,6,1257.367300952381,30145.751216666667,10,19,9,733.4642588888888
176560,3,1,0.2640416666666667,0.5265,0,19,19,0.008801388888888888
176563,10,3,3.596622222222222,19.459766666666667,0,19,20,0.5394933333333333
176566,83,16,470.68445060975614,8666.779033333334,8,20,15,643.2687491666667
176569,6,2,150.73084333333333,748.4178333333333,0,20,9,12.56090361111111
176572,20,4,2313.969411403509,25937.16465,4,20,9,732.7569802777779
176575,41,7,756.4209445833333,13372.106833333333,2,20,20,504.2806297222222
176578,14,4,73.91627692307692,743.28965,0,20,12,16.015193333333336
176581,42,10,648.7756020325204,9582.239466666668,2,20,7,443.3299947222222
176584,6,2,148.44273666666666,738.8779,0,20,9,12.370228055555556
176587,3,1,0.30915833333333337,0.6157666666666667,0,20,20,0.010305277777777776
176590,44,10,724.6113565891472,10329.941016666668,14,21,13,519.3048055555556
176593,32,7,683.5002209677419,8678.969816666668,0,21,15,353.14178083333337
176596,40,6,460.8968226495727,8188.6179833333335,0,21,9,299.5829347222222
176599,8,2,142.90791666666664,824.5189333333333,0,22,14,16.672590277777775
176602,10,2,86.34883703703704,646.4490666666667,0,22,11,12.952325555555557
176605,7,2,119.09519166666668,710.4742166666667,0,22,10,11.909519166666668
176608,39,8,1191.1566114035088,10654.967433333333,5,22,9,754.3991872222223
176611,62,11,883.4803027322405,11735.84635,9,23,9,898.2049744444444
176614,30,7,916.8703827586205,7637.23285,2,23,10,443.15401833333334
176617,6,2,117.12780666666666,581.2791,0,23,9,9.760650555555555
176620,10,3,79.30017037037038,586.3123166666667,0,23,11,11.895025555555554
176623,6,2,114.79047,571.27445,0,23,9,9.565872500000001
176626,10,2,67.2851203703704,553.9790833333334,0,23,10,10.092768055555554
176629,3,1,0.43367500000000003,0.8645833333333334,0,0,0,0.014455833333333333
176632,30,7,1314.6708011494252,21138.17423333333,0,0,12,635.4242205555556
176635,3,1,0.36272499999999996,0.72205,0,1,1,0.012090833333333334
176639,24,4,507.9578702898551,10987.458066666668,0,8,11,194.71718361111112
176642,6,2,5.6854,26.189833333333336,0,8,9,0.4737833333333333
176645,6,2,0.9990400000000002,3.54235,0,9,9,0.08325333333333333
176648,34,6,481.93070202020203,7227.63505,7,9,10,265.0618861111111
176651,9,2,17.720689583333336,136.2312,0,10,12,2.3627586111111114
176654,3,1,0.2920583333333333,0.5686166666666667,0,10,10,0.009735277777777777
176657,44,7,749.8819666666667,10888.234033333334,4,10,20,537.4154094444444
176660,3,1,0.4706166666666667,0.9239333333333334,0,11,11,0.01568722222222222
176663,17,4,2779.999048958333,42990.01503333333,6,11,9,741.3330797222221
176666,6,2,1.0388133333333334,2.0818,0,11,12,0.08656777777777779
176669,6,2,2.225316666666667,10.25125,0,12,12,0.18544305555555557
176672,41,7,896.7597770833333,10600.2621,0,12,10,597.8398513888889
176675,6,2,1.39777,4.715183333333333,0,12,12,0.11648083333333334
176678,6,2,1.5439233333333333,4.583666666666667,0,12,12,0.12866027777777778
176681,3,1,0.030766666666666664,0.04933333333333333,0,12,12,0.0010255555555555556
176684,50,9,588.1127421768707,8748.816499999999,0,13,13,480.2920727777778
176687,6,2,9.990413333333333,48.5603,0,13,14,0.8325344444444444
176690,26,5,858.358992,10478.5832,0,13,11,357.64957999999996
176693,3,1,0.32969166666666666,0.6402,0,13,13,0.010989722222222224
176696,29,7,913.9080779761905,10357.671683333332,2,13,8,426.4904363888889
176699,9,2,26.453610416666667,102.18876666666667,0,13,17,3.5271480555555557
176702,32,8,1430.827186021505,35807.451166666666,6,13,9,739.2607127777778
176705,42,10,881.099019512195,11006.63235,2,14,16,602.08433
176708,40,7,1137.1332935897433,11485.249683333333,5,14,9,739.1366408333333
176711,32,8,1430.4111639784946,21525.676766666664,6,14,9,739.0457680555556
176714,80,12,582.4869215189873,10405.033283333332,4,14,13,766.9411133333333
176717,26,6,1032.807276,8978.321066666666,0,14,13,430.33636500000006
176720,3,1,0.33725,0.6662166666666667,0,15,15,0.011241666666666667
176723,8,2,14.423947619047619,40.66823333333333,0,15,17,1.682793888888889
176726,8,2,13.91411904761905,46.09976666666667,0,15,17,1.623313888888889
176729,29,6,661.792694047619,8831.692033333333,2,15,12,308.8365905555556
176732,3,1,0.37335833333333335,0.7381333333333333,0,16,16,0.012445277777777777
176735,20,4,543.7098087719298,8897.794283333333,0,16,20,172.17477277777778
176738,26,5,331.5908820000001,7001.1597,0,16,10,138.1628675
176741,3,1,0.2698083333333333,0.5324,0,16,16,0.008993611111111112
176744,16,3,688.4355088888889,10314.839733333332,0,16,20,172.10887722222222
176747,24,5,866.1699434782607,10310.261933333333,0,16,12,332.0318116666667
176750,6,2,6.757106666666667,32.42805,0,16,17,0.5630922222222222
176753,3,1,0.4098666666666667,0.8119166666666667,0,16,16,0.013662222222222221
176756,3,1,0.31568333333333337,0.6187333333333334,0,16,16,0.010522777777777777
176759,6,2,4.535676666666668,20.01356666666667,0,16,17,0.37797305555555555
176762,19,6,54.24860185185185,761.8180833333333,0,17,9,16.274580555555556
176765,39,8,758.4162043859649,12806.419033333334,2,17,18,480.33026277777776
176768,25,4,1838.4282375000003,32506.814466666667,3,17,9,735.371295
176771,20,3,579.432898245614,10868.653266666666,0,18,9,183.48708444444443
176774,3,1,0.3322583333333333,0.65395,0,18,18,0.011075277777777778
176777,3,1,0.2896416666666667,0.5720500000000001,0,18,18,0.00965472222222222
176780,14,5,3388.919125641026,42957.9126,4,18,9,734.2658105555556
176783,24,4,736.415902173913,8795.569599999999,0,19,13,282.2927625
176786,33,8,1376.5140859375,11123.706433333335,7,19,9,734.1408458333333
176789,22,2,247.10045476190476,5074.474283333333,0,19,9,86.48515916666666
176792,50,7,198.4804544217687,3930.8804,2,19,13,162.0923711111111
176795,3,1,0.28636666666666666,0.5625166666666667,0,19,19,0.009545555555555555
176798,3,1,0.35034166666666666,0.6941833333333334,0,19,19,0.011678055555555554
176801,3,1,0.2875,0.5679,0,19,19,0.009583333333333333
176804,26,6,682.8821899999999,8442.31725,0,19,16,284.53424583333333
176807,34,8,774.939833838384,10887.685516666668,2,19,14,426.21690861111114
176810,36,7,803.3713752380952,10945.927616666666,0,19,8,468.63330222222226
176813,69,10,460.12169142156864,7070.304783333334,2,20,13,521.4712502777778
176816,30,6,632.4453701149424,5980.301183333333,0,20,14,305.6819288888889
176819,3,1,0.413275,0.8003833333333333,0,20,20,0.013775833333333334
176822,26,5,843.4940986666667,8194.912316666667,0,20,12,351.4558744444445
176825,34,7,952.873185858586,10091.72945,4,21,17,524.0802522222223
176828,29,6,692.7528857142859,9654.838433333332,0,21,8,323.28468
176831,35,6,1333.6120686274508,10202.077383333333,4,21,9,755.7135055555556
176834,24,5,978.8143978260871,11037.519383333332,4,21,12,375.2121858333333
176837,32,4,259.14595483870966,7137.386933333333,0,21,11,133.89207666666667
176840,50,6,930.4431561224491,12936.66885,0,21,13,759.8619108333334
176843,6,2,189.93664333333334,936.4660166666667,0,22,13,15.828053611111113
176846,37,6,701.3775050925924,8647.409566666667,0,22,11,420.8265030555556
176849,18,3,490.76578235294124,7261.491766666667,0,22,17,139.050305
176852,30,5,676.1927810344828,11367.799683333335,2,22,13,326.8265108333333
176855,51,11,1135.8063523333333,20114.352716666664,18,22,9,946.5052936111111
176858,35,8,1339.8302524509804,20512.912516666667,0,0,15,759.2371430555555
176879,52,8,482.95543039215687,10490.665,0,7,10,410.5121158333334
176882,3,1,0.3310583333333333,0.6579999999999999,0,8,8,0.011035277777777778
176885,22,4,571.4094182539682,10482.186216666665,4,8,16,199.9932963888889
176888,6,2,59.62011,286.52923333333337,0,8,13,4.968342499999999
176891,50,10,595.5988224489797,10423.8892,0,9,15,486.405705
176894,26,7,254.33564866666663,2768.996266666667,6,9,19,105.97318694444445
176897,6,2,62.156453333333346,297.3364166666667,0,9,15,5.179704444444445
176900,3,1,0.3218333333333333,0.63425,0,9,9,0.010727777777777777
176903,34,6,739.8865227272727,10396.064933333333,0,10,8,406.9375875
176906,10,2,20.782005555555553,149.17783333333333,0,10,13,3.117300833333333
176909,6,2,62.96809666666667,312.17838333333333,0,10,15,5.247341388888889
176912,3,1,0.44408333333333333,0.8808333333333334,0,10,10,0.014802777777777778
176915,3,1,0.35835,0.7093,0,10,10,0.011945
176918,3,1,0.3198833333333333,0.6332166666666666,0,11,11,0.010662777777777778
176921,49,10,610.0000010416667,7030.848033333333,7,11,19,488.00000083333333
176924,6,2,1.9240066666666664,4.697766666666666,0,11,12,0.1603338888888889
176927,43,5,384.1398452380953,8860.925283333334,0,12,16,268.8978916666667
176930,32,7,928.1856268817204,8526.002733333333,2,12,11,479.5625738888889
176933,6,2,37.5356,186.47726666666668,0,12,15,3.1279666666666666
176936,31,5,1481.7454977777775,11311.450433333333,4,12,9,740.872748888889
176939,6,2,38.40280333333333,183.5820666666667,0,12,15,3.2002336111111114
176942,8,2,30.03584523809524,191.18451666666667,0,12,15,3.5041819444444444
176945,10,3,14.484994444444446,120.10083333333334,0,12,14,2.1727491666666667
176948,3,1,0.29656666666666665,0.5878666666666666,0,13,13,0.009885555555555555
176951,3,1,0.3196833333333333,0.6322,0,13,13,0.010656111111111111
176954,44,5,573.3775480620155,11265.9861,6,13,16,410.92057611111113
176957,38,6,732.2618752252254,10453.780850000001,0,13,8,451.5614897222222
176960,50,8,827.2987428571431,10454.498383333334,7,13,16,675.6273066666666
176963,45,4,98.74272196969696,2491.2388666666666,8,13,13,72.41132944444445
176966,24,6,933.6980797101447,11216.791449999999,4,13,11,357.91759722222224
176969,7,2,8.838741666666666,39.10673333333333,0,13,14,0.8838741666666667
176972,6,2,13.92946,63.06041666666667,0,13,14,1.1607883333333333
176975,33,5,553.559503125,9866.323216666668,0,13,20,295.231735
176978,30,6,1288.3422057471262,14353.71575,0,14,12,622.6987327777778
176981,53,7,521.9821474358976,10372.96465,2,14,11,452.3845277777778
176984,38,8,501.1110572072071,10397.005949999999,0,14,11,309.01848527777776
176987,3,1,0.40755833333333336,0.8078166666666667,0,15,15,0.013585277777777776
176990,3,1,0.3206166666666666,0.6357333333333333,0,15,15,0.010687222222222221
176993,10,3,6.637787037037038,26.10995,0,15,16,0.9956680555555556
176996,32,5,1428.0585779569892,12852.170966666667,0,15,9,737.8302652777778
176999,3,1,0.39670833333333333,0.7891666666666667,0,15,15,0.01322361111111111
177002,41,9,1106.4696929166666,11337.04085,8,15,9,737.6464619444444
177005,32,7,883.1590397849462,11306.735166666667,4,15,15,456.29883722222223
177008,20,6,308.13201403508776,3056.0290833333333,2,15,17,97.57513777777777
177011,29,4,602.437468452381,8603.934083333334,0,15,8,281.1374852777778
177014,26,5,756.5931193333334,11369.514266666667,4,16,19,315.24713305555554
177017,3,1,0.37349166666666667,0.74025,0,16,16,0.012449722222222223
177020,3,1,0.28792500000000004,0.5720333333333334,0,16,16,0.0095975
177023,41,9,675.9838820833332,11182.59575,2,17,11,450.6559213888889
177026,6,2,21.3967,105.32513333333333,0,17,19,1.7830583333333334
177029,22,4,878.6307412698412,9604.86175,0,17,13,307.5207594444444
177032,6,2,20.764076666666664,96.15786666666666,0,17,19,1.7303397222222223
177035,10,2,0.9253,6.0202,0,18,18,0.138795
177038,80,14,704.068591350211,10055.112116666665,30,18,9,927.0236452777779
177041,3,1,0.27165833333333333,0.5394666666666666,0,18,18,0.009055277777777777
177044,9,2,4.20673125,21.877883333333333,0,18,19,0.5608975
177047,6,2,6.548043333333334,30.701666666666664,0,18,19,0.5456702777777778
177050,3,1,0.28304166666666664,0.5499166666666666,0,19,19,0.009434722222222223
177053,67,11,604.0736174242425,11203.225416666666,2,19,11,664.4809791666667
177056,3,1,0.296775,0.5897166666666667,0,19,19,0.0098925
177059,13,4,362.9323666666667,3364.83165,4,19,20,72.58647333333333
177062,6,2,10.103856666666665,49.51616666666666,0,20,20,0.8419880555555556
177065,6,2,7.468866666666668,35.53196666666667,0,20,20,0.6224055555555555
177068,34,7,769.0584212121213,9436.798816666667,0,20,11,422.9821316666667
177071,3,1,0.2831416666666666,0.5609333333333333,0,20,20,0.009438055555555555
177074,3,1,0.23031666666666667,0.45618333333333333,0,20,20,0.007677222222222222
177077,91,13,377.6449492592593,10086.4311,37,20,10,566.4674238888889
177080,3,1,0.33879166666666666,0.6713833333333333,0,21,21,0.011293055555555556
177083,109,14,250.37197469135802,9549.622683333333,12,21,16,450.66955444444443
177086,10,3,426.1265703703705,3043.9864000000002,2,21,13,63.91898555555556
177089,24,5,846.0831557971013,10339.034683333333,10,22,10,324.3318763888889
177092,20,5,1270.0128,13036.371666666668,12,22,16,402.17071999999996
177095,6,2,143.90978333333334,707.2941666666667,3,22,10,11.992481944444444
177098,10,3,79.32884444444443,695.8524166666666,7,22,10,11.899326666666667
177119,6,2,134.09887666666665,662.7566166666667,3,23,10,11.174906388888889
177122,27,5,740.8132839743591,10323.513366666668,16,23,8,321.01908972222225
177125,38,7,638.1780135135134,10570.853966666667,10,1,11,393.5431083333333
177128,3,1,0.47241666666666665,0.9098166666666666,3,9,9,0.01574722222222222
177131,3,1,0.3228666666666667,0.6424166666666667,3,9,9,0.010762222222222222
177134,80,14,693.2439955696203,8640.390933333334,16,9,10,912.7712608333333
177137,12,3,10.569113636363635,56.071466666666666,12,10,12,1.9376708333333332
177140,46,7,413.3671744444444,8589.928183333333,12,10,8,310.0253808333334
177143,10,2,0.8960888888888889,6.352916666666667,10,11,11,0.13441333333333333
177146,3,1,0.259975,0.5141,3,11,11,0.008665833333333333
177149,64,13,846.07464021164,10005.192916666665,18,11,11,888.3783722222223
177152,15,3,1655.107169047619,20026.06605,6,11,13,386.1916727777778
177155,20,6,160.8841210526316,2983.4298833333332,11,11,14,50.94663833333333
177158,3,1,0.28281666666666666,0.5624,3,11,11,0.009427222222222222
177161,26,7,1777.7622873333335,31130.98268333333,8,12,9,740.7342863888889
177164,3,1,0.3043166666666667,0.6057,3,12,12,0.01014388888888889
177167,26,8,132.89092466666668,3018.9761,13,13,21,55.37121861111111
177170,35,4,516.9673009803922,10462.346599999999,16,14,19,292.9481372222222
177173,30,4,593.455248275862,8841.35245,10,15,14,286.83670333333333
177176,3,1,0.28710833333333335,0.5699500000000001,3,15,15,0.009570277777777778
177179,9,3,5.01883125,22.163433333333334,9,16,16,0.6691775000000001
177182,3,1,0.28275000000000006,0.5628333333333334,3,16,16,0.009425
177185,12,3,255.36973181818183,2772.483366666667,6,16,15,46.81778416666666
177188,24,6,682.0429746376811,8415.307516666666,14,16,14,261.44980694444445
177191,26,5,906.9798213333332,10570.554066666666,4,17,11,377.9082588888889
177194,41,9,965.447185,16122.580450000001,15,17,12,643.6314566666666
177197,26,6,908.9273153333332,10647.2277,4,17,12,378.71971472222225
177200,35,7,887.3305857843138,11215.035666666667,9,17,16,502.8206652777778
177203,7,2,402.0166361111112,2388.483266666667,4,17,9,40.20166361111111
177206,73,12,494.4526328703704,10290.045616666666,3,18,11,593.3431594444444
177209,32,6,498.34288064516136,8623.274616666667,4,18,12,257.477155
177212,16,3,865.3887433333333,10616.723266666666,4,18,19,216.34718583333333
177215,26,6,115.54759466666668,2290.40715,3,19,19,48.14483111111111
177218,3,1,0.2734,0.5444333333333333,3,19,19,0.009113333333333333
177221,53,6,827.1277410256408,11373.345883333333,4,19,16,716.8440422222222
177224,3,1,0.27737500000000004,0.5388666666666667,3,19,20,0.009245833333333332
177227,3,1,0.2832166666666666,0.5641333333333333,3,20,20,0.009440555555555554
177230,20,3,721.9888280701754,11388.81735,4,20,9,228.62979555555555
177233,35,8,1291.7558720588236,31067.139033333333,7,21,9,731.9949941666666
177236,3,1,0.30911666666666665,0.6151333333333333,3,21,21,0.010303888888888888
177239,24,5,680.2000079710144,11056.186266666666,4,21,18,260.7433363888889
177242,3,1,0.3229583333333334,0.6431666666666668,3,21,21,0.010765277777777778
177245,7,2,359.22808611111105,2152.482683333333,4,22,9,35.922808611111115
177248,13,4,2107.3157888888895,22254.177450000003,4,22,11,421.4631577777778
177251,30,8,681.320791954023,11437.82925,12,23,16,329.3050494444445
177254,46,10,597.740808888889,11035.07005,6,1,17,448.3056066666666
177257,3,1,0.301975,0.5723,3,10,10,0.010065833333333335
177260,3,1,0.32967499999999994,0.6539333333333333,3,11,11,0.010989166666666666
177263,51,7,436.3403926666667,7008.749116666667,7,11,14,363.6169938888889
177266,6,2,262.65479666666664,1312.2926833333333,3,11,9,21.887899722222222
177269,21,4,213.46240666666662,2745.37455,3,11,10,71.15413555555556
177272,6,2,251.28879333333333,1254.6168333333333,3,12,9,20.94073277777778
177275,3,1,0.28336666666666666,0.5646833333333333,3,12,12,0.009445555555555554
177278,3,1,0.2618083333333333,0.5211666666666667,3,12,12,0.008726944444444445
177281,14,4,137.7019448717949,1239.7656666666667,3,12,18,29.83542138888889
177284,44,8,566.5466217054263,9505.253133333334,4,12,10,406.02507888888886
177287,12,3,138.72296212121213,1155.80365,3,13,15,25.432543055555556
177290,3,1,0.241675,0.48188333333333333,3,14,14,0.008055833333333333
177293,31,4,439.40370999999993,9656.797933333333,4,14,18,219.701855
177296,3,1,0.2798833333333334,0.53295,3,14,14,0.009329444444444444
177299,50,9,495.0749581632653,8827.1055,4,14,11,404.31121583333334
177302,3,1,0.3102416666666667,0.6176166666666667,3,14,14,0.010341388888888888
177305,6,2,220.29134000000005,1100.58355,3,14,9,18.357611666666667
177308,3,1,0.3673083333333333,0.72715,3,15,15,0.012243611111111111
177311,6,2,217.73897000000002,1087.0019666666667,3,15,9,18.144914166666666
177314,3,1,0.235725,0.46976666666666667,3,15,15,0.0078575
177317,28,6,787.5947481481483,8724.645616666667,4,15,9,354.4176366666667
177320,26,4,861.4692846666667,11437.395533333332,4,15,14,358.94553527777776
177323,54,7,268.9731921383648,8503.41605,4,18,15,237.5929863888889
177326,34,6,724.8156136363635,9921.980616666668,4,18,8,398.6485875
177329,44,7,997.6008178294575,13132.792099999999,6,18,13,714.9472527777777
177332,20,3,680.8754859649123,11287.013416666667,4,19,18,215.61057055555557
177335,24,5,1066.836586231884,10421.212983333333,4,19,20,408.95402472222224
177338,13,4,107.2087902777778,934.0277833333333,4,19,16,21.441758055555557
177341,3,1,0.310025,0.6168666666666667,3,20,20,0.010334166666666667
177344,11,3,4397.31885,42826.440833333334,3,20,9,732.886475
177347,3,1,0.36694166666666667,0.7298833333333333,3,20,20,0.012231388888888889
177350,37,8,1220.5345375,22370.577616666666,5,20,9,732.3207225
177353,30,5,437.44006494252875,7565.236116666667,4,20,16,211.42936472222223
177356,9,2,148.63672291666666,856.8451833333334,4,20,16,19.81822972222222
177359,12,3,3993.3690681818184,42888.67855,4,21,9,732.1176624999999
177362,6,2,144.75411333333335,722.6296833333333,3,21,9,12.062842777777776
177365,35,7,1333.2104421568629,16910.359683333332,10,21,9,755.4859172222223
177368,44,9,632.0881558139536,10658.077733333334,4,21,18,452.99651166666666
177371,3,1,0.3141916666666667,0.6255000000000001,3,23,23,0.010473055555555557
177374,6,2,111.72262666666666,556.3357,0,0,9,9.310218888888889
177377,20,5,110.54239473684208,996.3291333333333,0,0,11,35.005091666666665
177380,6,2,64.67810333333333,321.6080333333333,0,4,9,5.389841944444445
177399,6,2,18.138693333333336,89.05105,0,7,9,1.5115577777777778
177402,10,2,1.0605425925925926,6.1851166666666675,0,9,9,0.1590813888888889
177405,43,10,973.4103750000002,10564.60065,2,9,18,681.3872625
177408,6,2,0.40254666666666666,1.5213,0,9,9,0.03354555555555556
177411,3,1,0.33951666666666663,0.6755333333333333,0,9,9,0.011317222222222222
177414,6,2,12.243153333333334,60.02731666666667,0,9,10,1.0202627777777777
177417,3,1,0.29015,0.5786166666666667,0,9,9,0.009671666666666665
177420,3,1,0.44557500000000005,0.8823000000000001,0,9,9,0.014852500000000001
177423,31,5,384.3417622222222,11019.025166666666,0,10,10,192.17088111111113
177426,42,6,491.46772682926826,9771.034266666666,2,10,10,335.83628
177429,3,1,0.34365833333333334,0.6783,0,10,10,0.011455277777777778
177432,32,3,368.9233360215054,11334.88395,0,11,9,190.61039027777778
177435,3,1,0.27135,0.54045,0,11,11,0.009045
177438,6,2,1.5834533333333334,6.365466666666666,0,11,11,0.13195444444444446
177441,3,1,0.2850916666666667,0.5679666666666667,0,11,11,0.009503055555555555
177444,15,5,34.48110714285714,252.01325,0,11,19,8.045591666666667
177447,6,2,6.6494566666666675,32.045566666666666,0,11,11,0.5541213888888888
177450,14,3,32.16071794871795,204.2869,0,11,18,6.968155555555556
177453,3,1,0.34142500000000003,0.6810833333333334,0,11,11,0.011380833333333333
177456,39,7,538.4105842105264,11121.037983333334,0,11,16,340.99336999999997
177459,26,5,976.2223006666665,10157.186133333333,0,11,10,406.7592919444444
177462,30,6,1533.9811178160921,27297.836366666666,4,11,9,741.4242069444444
177465,80,13,711.4787677215189,12755.333216666668,20,11,12,936.7803775000001
177468,3,1,0.35656666666666664,0.70495,0,12,12,0.011885555555555555
177471,54,10,308.08368679245285,5547.681683333333,0,12,20,272.14059
177474,6,2,2.4374333333333333,10.430216666666666,0,12,12,0.20311944444444444
177477,3,1,0.26558333333333334,0.5167666666666667,0,12,12,0.008852777777777779
177480,20,3,611.4455368421054,11321.3482,0,12,14,193.62442000000001
177483,30,6,701.1201063218391,11104.233683333332,0,13,16,338.8747180555556
177486,3,1,0.29179166666666667,0.58165,0,13,13,0.009726388888888889
177489,3,1,0.33652499999999996,0.66855,0,13,13,0.0112175
177492,9,2,1.902347916666667,8.018383333333334,0,13,13,0.25364638888888885
177495,20,5,70.46548859649124,1050.4337833333334,0,13,11,22.31407138888889
177498,18,3,10.740436274509804,38.19166666666667,0,13,16,3.0431236111111115
177501,28,5,867.6041148148149,11249.255583333334,2,14,20,390.42185166666667
177504,71,12,369.22101571428567,6788.5509833333335,0,14,13,430.7578516666667
177507,3,1,0.40490000000000004,0.8078000000000001,0,14,14,0.013496666666666667
177510,18,4,662.8017647058823,11055.555183333334,0,14,10,187.79383333333334
177513,6,2,19.74886,95.50176666666667,0,14,16,1.6457383333333335
177516,109,15,1103.6523527777779,11671.941433333333,11,14,9,1986.574235
177519,52,8,193.50631666666666,5142.673416666667,0,14,11,164.48036916666666
177522,30,5,452.9117011494253,10988.238533333333,0,14,17,218.9073222222222
177525,46,8,319.0069448148148,9871.342216666668,0,14,14,239.25520861111113
177528,21,4,657.9248924999999,11091.234999999999,0,14,18,219.3082975
177531,36,7,610.7003757142857,11250.057066666666,0,15,11,356.24188583333336
177534,8,2,24.7149,66.5066,0,15,18,2.8834049999999998
177537,20,5,1303.2107201754386,13407.446383333334,0,15,20,412.6833947222222
177540,51,13,885.430926,21379.031316666667,4,15,9,737.859105
177543,19,3,575.8810527777779,10277.964833333333,0,15,20,172.76431583333334
177546,31,8,913.2584133333334,10983.956933333333,6,15,16,456.6292066666667
177549,14,4,104.54057051282054,1021.5682833333334,0,15,14,22.650456944444446
177552,8,2,4.666442857142857,11.531233333333335,0,15,16,0.5444183333333333
177555,47,9,961.8478623188405,19758.064066666666,2,15,9,737.4166944444445
177558,31,6,659.8533294444444,10922.116133333333,0,15,9,329.9266647222222
177561,37,7,670.5591532407408,10121.510283333333,2,16,10,402.3354919444444
177564,3,1,0.34128333333333327,0.6689666666666666,0,16,16,0.011376111111111111
177567,6,2,10.646173333333333,50.277433333333335,0,17,17,0.8871811111111111
177570,18,4,81.10565490196079,736.5424166666667,0,17,16,22.979935555555553
177573,6,2,12.160923333333333,58.84126666666667,0,17,18,1.0134102777777778
177576,54,9,376.1927751572327,9581.677016666667,0,17,13,332.30361805555555
177579,20,4,363.9957552631579,6703.502783333333,4,17,12,115.26532250000001
177582,29,5,551.277730952381,9463.429166666667,0,17,10,257.2629411111111
177585,3,1,0.3011166666666667,0.5986666666666667,0,17,17,0.010037222222222222
177588,7,2,24.956297222222222,139.24018333333333,0,17,19,2.495629722222222
177591,26,5,624.7102286666667,9647.074416666666,0,17,13,260.2959286111111
177594,3,1,0.33287500000000003,0.6616166666666667,0,17,17,0.011095833333333333
177597,3,1,0.24574166666666664,0.48976666666666663,0,17,17,0.008191388888888889
177600,58,9,627.2269494152047,11024.663216666666,0,17,13,595.8656019444444
177603,47,6,461.96331594202894,9634.213216666665,0,18,12,354.1718755555556
177606,12,2,1.4087545454545454,10.026533333333333,0,18,18,0.2582716666666667
177609,33,5,486.2600901041667,9602.106483333333,0,18,13,259.3387147222222
177612,3,1,0.3190166666666667,0.6233500000000001,0,18,18,0.010633888888888887
177615,3,1,0.30145833333333333,0.5942833333333333,0,19,19,0.01004861111111111
177618,61,12,1023.6862916666669,17100.799466666667,0,19,11,1023.6862916666666
177621,6,2,14.238679999999997,70.21886666666666,0,19,20,1.1865566666666667
